personID,label,fullname,years,gender
49396,"Bowen, Ephraim, Jr.","Bowen, Ephraim, Jr. (1753-1841)",1753-1841,Man
57899,"Selman, John","Selman, John (1744-1817)",1744-1817,Man
52603,"Goodwin, Samuel","Goodwin, Samuel (1716-1802)",1716-1802,Man
48325,"Adams, Thomas Boylston, Sr.","Adams, Thomas Boylston, Sr. (1772-1832)",1772-1832,Man
52122,"Fogg, Reuben","Fogg, Reuben (1722-1797)",1722-1797,Man
RN-ORG-0142,,,,
59190,"Tupper, Benjamin","Tupper, Benjamin (1738-1792)",1738-1792,Man
56399,"Osgood, Samuel","Osgood, Samuel (1748-1813)",1748-1813,Man
59570,"Ward, Joseph","Ward, Joseph (1737-1812)",1737-1812,Man
RN-ORG-0092,,,,
52769,"Greenleaf, Joseph","Greenleaf, Joseph (d. 1814)",1748-1814,Man
56550,"Parsons, Samuel Holden","Parsons, Samuel Holden (1737-1789)",1737-1789,Man
58613,"Storrs, Experience","Storrs, Experience (1734-1801)",1734-1801,Woman
59758,"Webb, Charles","Webb, Charles (b. c. 1762)",1762-,Man
RN-ORG-0091,,,,
RN-ORG-0290,,,,
RN-ORG-0141,,,,
RN-GRP-0010,,,,
56407,"Otis, James","Otis, James (1755-1790)",1755-1790,Man
57647,"Rush, Julia Stockton","Rush, Julia Stockton (1759-1848)",1759-1848,Woman
54321,"Knox, Henry","Knox, Henry (1750-1806)",1750-1806,Man
265901,"Parker, David","Parker, David",-,Man
59886,"Wheatley, Phillis","Wheatley, Phillis (1753-1784)",1753-1784,Woman
53386,"Hichborn, Benjamin","Hichborn, Benjamin (1746-1817)",1746-1817,Man
53196,"Hastings, Eliphelet","Hastings, Eliphelet (1734-1824)",1734-1824,Man
57681,"Ruston, Thomas","Ruston, Thomas (1740-1804)",1740-1804,Man
59142,"Troup, Robert","Troup, Robert (1757-1832)",1757-1832,Man
52406,"Gates, Benjamin","Gates, Benjamin (1737-1797)",1737-1797,Man
53254,"Hayward, Lemuel","Hayward, Lemuel (1749-1821)",1749-1821,Man
58754,"Tailer, Gillam","Tailer, Gillam (b. 1754)",1754-,Man
241162,"Bartlett, William","Bartlett, William (1762-1799, shipmaster)",1762-1799,Man
52947,"Hall, Jeremiah","Hall, Jeremiah (1722-1807)",1722-1807,Man
55832,"Moody, Enoch","Moody, Enoch (1714-1777)",1714-1777,Man
56807,"Phinney, Edmund","Phinney, Edmund (1723-1808)",1723-1808,Man
53579,"Hopkins, Stephen","Hopkins, Stephen (1707-1785)",1707-1785,Man
53379,"Hewes, Joseph","Hewes, Joseph (1730-1779)",1730-1779,Man
RN-ORG-0016,,,,
RN-ORG-0339,,,,
252678,"Govett, William","Govett, William",1736-1817,Man
51804,"Enos, Roger","Enos, Roger (1729-1808, of Conn.)",1729-1808,Man
50860,"Craft, Benjamin","Craft, Benjamin (1738-1823)",1738-1823,Man
52555,"Glover, Jonathan","Glover, Jonathan",-,Man
60224,"Woodford, William, Jr.","Woodford, William, Jr. (1734-1780)",1734-1780,Man
55013,"Lynch, Thomas","Lynch, Thomas (1727-1776)",1727-1776,Man
58955,"Thompson, William","Thompson, William (b. 1732)",1732-,Man
RN-ORG-0139,,,,
RN-ORG-0169,,,,
52262,"Freeman, Samuel","Freeman, Samuel (1742-1831)",1742-1831,Man
RN-PER-0091,,,,
54941,"Lovell, James","Lovell, James (1737-1814)",1737-1814,Man
RN-PER-0283,,,,
260961,"Lynch, Charles","Lynch, Charles (manager of lead mines)",-,Man
50390,"Child, Moses","Child, Moses (1731-1793)",1731-1793,Man
57734,"Saltonstall, Dudley","Saltonstall, Dudley (1738-1796)",1738-1796,Man
RN-PER-0476,,,,
240393,Baylor,"Baylor (Bailer), George (1752-1784)",1752-1784,Man
54518,"Learned, Ebenezer","Learned, Ebenezer (1728-1801)",1728-1801,Man
57477,"Robinson, Lemuel","Robinson, Lemuel (1736-1776)",1736-1776,Man
RN-ORG-0004,,,,
51381,"Dickinson, John","Dickinson, John (1731-1799, of Augusta County)",1731-1799,Man
308862,"Pleasants, Israel Pemberton","Pleasants, Israel Pemberton",-,Man
265658,"Pitts, John","Pitts, John (1737-1815)",1737-1815,Man
57112,"Putnam, Israel","Putnam, Israel (1718-1790)",1718-1790,Man
RN-ORG-0286,,,,
RN-ORG-0208,,,,
56465,"Palfrey, William","Palfrey, William (1741-1780)",1741-1780,Man
58710,"Swan, James","Swan, James (1754-1831)",1754-1831,Man
59595,"Warren, John","Warren, John (1753-1815)",1753-1815,Man
55474,"McHenry, James","McHenry, James (1753-1816)",1753-1816,Man
55510,"McKnight, Charles","McKnight, Charles (1750-1791)",1750-1791,Man
58368,"Spooner, Walter","Spooner, Walter (1720-1803)",1720-1803,Man
RN-PER-0535,,,,
244097,"Callbeck, Phillips","Callbeck, Phillips (1744-1790, keep)",1744-1790,Man
60299,"Wright, Thomas","Wright, Thomas (c. 1740-1812)",1740-1812,Man
284988,"Cheever, Ezekiel","Cheever, Ezekiel (1720-1793)",1720-1793,Man
56019,"Moultrie, William","Moultrie, William (1731-1805)",1731-1805,Man
RN-ORG-0057,,,,
RN-ORG-0280,,,,
347550,"Bourbon, Gabriel Antonio de","Bourbon, Gabriel Antonio de",1752-1788,Man
52260,"Freeman, Nathaniel","Freeman, Nathaniel (1741-1827)",1741-1827,Man
56410,"Otis, Joseph","Otis, Joseph (d. 1810)",-1810,Man
50863,"Crafts, Thomas, Jr.","Crafts, Thomas, Jr. (1740-1799)",1740-1799,Man
53761,"Huntington, Jedediah","Huntington, Jedediah (1743-1818)",1743-1818,Man
60313,"Wyllys, Samuel","Wyllys, Samuel (1738-1823)",1738-1823,Man
54241,"Keyes, Stephen","Keyes, Stephen (1753-1804)",1753-1804,Man
59456,"Wadsworth, Peleg","Wadsworth, Peleg (1748-1829)",1748-1829,Man
56691,"Penet, Pierre","Penet, Pierre",-1812,Man
56893,"Pliarne, Emmanuel de","Pliarne, Emmanuel de",-1777,Man
57359,"Richmond, Ebenezer","Richmond, Ebenezer (d. 1788)",-1788,Man
55022,"Lyon, James","Lyon, James (1735-1794)",1735-1794,Man
58425,"Stanhope, Henry Edwin","Stanhope, Henry Edwin (1754-1814)",1754-1814,Man
49161,"Biddle, Owen","Biddle, Owen (1737-1799)",1737-1799,Man
55377,"Mazzei, Philip","Mazzei, Philip (1730-1816)",1730-1816,Man
58982,"Thornton, Matthew","Thornton, Matthew (1714-1803)",1714-1803,Man
347517,"Bonvouloir et Loyauté, Julien-Alexandre Achard de","Bonvouloir et Loyauté, Julien-Alexandre Achard de",1749-1783,Man
348893,"Guines, Adrien-Louis de Bonnières de Sousastre, duc de","Guines, Adrien-Louis de Bonnières de Sousastre, duc de",1735-1806,Man
53578,"Hopkins, Samuel","Hopkins, Samuel (1721-1803)",1721-1803,Man
348737,"Gilpin, Israel","Gilpin, Israel",1740-1834,Man
300656,"Jones, Robert Strettel","Jones, Robert Strettel",1745-1792,Man
349524,"Lestarjette, Louis","Lestarjette, Louis",-,Man
54461,"Lauraguais, Louis Léon Félicité de Brancas, comte de","Lauraguais, Louis Léon Félicité de Brancas, comte de (1733-1824)",1733-1824,Man
54434,"La Rochefoucauld, Louis-Alexandre, duc de La Roche-Guyon et de","La Rochefoucauld, Louis-Alexandre, duc de La Roche-Guyon et de (1743-1792)",1743-1792,Man
271854,"Smith, John","Smith, John (captain of Vixen)",-,Man
RN-PER-0839,,,,
RN-ORG-0194,,,,
53959,"Jay, Sir James","Jay, Sir James (1732-1815, brother of John)",1732-1815,Man
59291,"Van Cortlandt, Pierre","Van Cortlandt, Pierre (1721-1814)",1721-1814,Man
54315,"Knight, John","Knight, John (c. 1747-1831)",1747-1831,Man
59835,"Wentworth, Joshua","Wentworth, Joshua (1742-1809)",1742-1809,Man
54465,"Laurens, Henry","Laurens, Henry (1724-1792)",1724-1792,Man
55200,"Marony, William","Marony, William",-,Man
55815,"Montgomery, Richard","Montgomery, Richard (1738-1775)",1738-1775,Man
53210,"Haven, Jason","Haven, Jason (1733-1803)",1733-1803,Man
RN-PER-0227,,,,
56523,"Parker, Stephen","Parker, Stephen (b. 1743)",1743-,Man
53892,"Jackson, Jonathan","Jackson, Jonathan (1743-1810)",1743-1810,Man
58604,"Stone, Thomas","Stone, Thomas (1743-1787)",1743-1787,Man
RN-ORG-0045,,,,
RN-ORG-0213,,,,
53676,"Huger, Isaac","Huger, Isaac (1743-1797)",1743-1797,Man
52429,"Gelston, Samuel","Gelston, Samuel (1727-1782)",1727-1782,Man
RN-PER-0305,,,,
248603,"Dyar, Charles","Dyar, Charles",-,Man
RN-PER-0037,,,,
RN-PER-0350,,,,
54142,"Judd, William","Judd, William (1743-1804)",1743-1804,Man
241827,"Breck, Robert","Breck, Robert",-,Man
48409,"Allen, Levi","Allen, Levi (1744-1801)",1744-1801,Man
270337,"de Santerre, Mr.","de Santerre, Mr.",-,Man
59906,"Whipple, William","Whipple, William (1730-1785)",1730-1785,Man
55149,"Manley, John","Manley, John (1733-1793, captain)",1733-1793,Man
RN-PER-0653,,,,
48913,"Bassett, Anna Maria Dandridge","Bassett, Anna Maria Dandridge (1739-1777)",1739-1777,Woman
49019,"Bedel, Timothy","Bedel, Timothy (1740-1787)",1740-1787,Man
250302,"Easton, James","Easton, James",1728-1796,Man
54323,"Knox, Lucy Flucker","Knox, Lucy Flucker (1756-1824)",1756-1824,Woman
56155,"Nelson, Thomas","Nelson, Thomas (1738-1789)",1738-1789,Man
264603,"Newland, Trevor","Newland, Trevor",-,Man
52697,"Graves, Matthew","Graves, Matthew (d. 1780)",-1780,Man
RN-PER-0155,,,,
RN-GRP-0011,,,,
56965,"Porter, Elisha","Porter, Elisha (1742-1796)",1742-1796,Man
59185,"Tunison, Garret","Tunison, Garret (1751-1837)",1751-1837,Man
54599,"Leffingwell, Christopher","Leffingwell, Christopher (1734-1810)",1734-1810,Man
57116,"Putnam, Rufus","Putnam, Rufus (1738-1824)",1738-1824,Man
RN-ORG-0101,,,,
56045,"Mumford, Thomas","Mumford, Thomas (1728-1799)",1728-1799,Man
55482,"McIntosh, Lachlan","McIntosh, Lachlan (1727-1806)",1727-1806,Man
262389,"Moreau, P.","Moreau, P.",-,Man
50165,"Carter, Landon","Carter, Landon (1757-1820)",1757-1820,Man
54021,"Johnson, Joseph","Johnson, Joseph (1752-1803)",1752-1803,Man
52571,"Goforth, William","Goforth, William (1731-1807)",1731-1807,Man
48956,"Bayley, Jacob","Bayley, Jacob (1726-1815)",1726-1815,Man
266409,"Poucher, Joseph","Poucher, Joseph",-,Man
RN-ORG-0310,,,,
RN-GRP-0015,,,,
49370,"Boudinot, Elisha","Boudinot, Elisha (1749-1819)",1749-1819,Man
57431,"Roberdeau, Daniel","Roberdeau, Daniel (1727-1795)",1727-1795,Man
51013,"Cushing, Job","Cushing, Job (1728-1808)",1728-1808,Man
56218,"Nichols, Nathaniel","Nichols, Nathaniel (1749-1835)",1749-1835,Man
57767,"Sargent, Winthrop","Sargent, Winthrop (1727-1793)",1727-1793,Man
59750,"Weare, Meshech","Weare, Meshech (1713-1786)",1713-1786,Man
RN-PER-0036,,,,
53954,"Jay, Frederick","Jay, Frederick (1747-1799)",1747-1799,Man
RN-ORG-0275,,,,
60199,"Woedtke, Frederick William, baron de","Woedtke, Frederick William, baron de (c. 1740-1776)",1740-1776,Man
55677,"Mifflin, Thomas","Mifflin, Thomas (1744-1800)",1744-1800,Man
RN-PER-0267,,,,
RN-ORG-0277,,,,
53552,"Hooper, William","Hooper, William (1742-1790)",1742-1790,Man
56697,"Penn, John","Penn, John (1740-1788)",1740-1788,Man
57144,"Quincy, Norton","Quincy, Norton (1716-1801)",1716-1801,Man
RN-PER-0023,,,,
RN-ORG-0239,,,,
59453,"Wadsworth, James","Wadsworth, James (1730-1817)",1730-1817,Man
60028,"Willett, Marinus","Willett, Marinus (1740-1830)",1740-1830,Man
57260,"Read, Joseph","Read, Joseph (1732-1801)",1732-1801,Man
301998,"Bailey, John, Jr.","Bailey, John, Jr. (1732-1806, N.Y.)",1732-1806,Man
254584,"Hancock, John","Hancock, John (1732-1805)",1732-1805,Man
54947,"Lowell, John","Lowell, John (1743-1802)",1743-1802,Man
48311,"Adams, Peter Boylston","Adams, Peter Boylston (1738-1823)",1738-1823,Man
57907,"Sergeant, Jonathan Dickinson","Sergeant, Jonathan Dickinson (1746-1793)",1746-1793,Man
55418,"McClurg, James","McClurg, James (1746-1823)",1746-1823,Man
55486,"McKay, Samuel","McKay, Samuel (1737-1779)",1737-1779,Man
53568,"Hopkins, Esek","Hopkins, Esek (1718-1802)",1718-1802,Man
RN-ORG-0113,,,,
54852,"Livingston, Walter","Livingston, Walter (1740-1797)",1740-1797,Man
49864,"Burr, Thaddeus","Burr, Thaddeus (1735-1801)",1735-1801,Man
52145,"Ford, Jacob, Jr.","Ford, Jacob, Jr. (1738-1777)",1738-1777,Man
56236,"Nicoll, Isaac","Nicoll, Isaac (1741-1804)",1741-1804,Man
48408,"Allen, Jonathan","Allen, Jonathan (d. 1780)",1737-1780,Man
240583,"Bond, William","Bond, William (1733-1776)",1733-1776,Man
59702,"Waterbury, David","Waterbury, David (1722-1801)",1722-1801,Man
51533,"Drummond, Thomas Lundin","Drummond, Thomas Lundin (1742-1780, Lord)",1742-1780,Man
59165,"Tucker, Samuel","Tucker, Samuel (1721-1789)",1721-1789,Man
RN-ORG-0087,,,,
53853,"Irvine, William","Irvine, William (1741-1804)",1741-1804,Man
49701,"Brown, Stephen","Brown, Stephen (d. 1777)",-1777,Man
55697,"Miller, Henry","Miller, Henry (1751-1824)",1751-1824,Man
254715,"Harris, Thomas R.","Harris, Thomas R. (prisoner)",-,Man
262137,"Metcalfe, William","Metcalfe, William",-,Man
49794,"Bulloch, Archibald","Bulloch, Archibald (1730-1777)",1730-1777,Man
58451,"Stearns, William","Stearns, William (1749-1783)",1749-1783,Man
57865,"Sears, Isaac","Sears, Isaac (1730-1786)",1730-1786,Man
60317,"Wynkoop, Cornelius D.","Wynkoop, Cornelius D. (1734-1792)",1734-1792,Man
54823,"Livingston, Henry Beekman","Livingston, Henry Beekman (1750-1831)",1750-1831,Man
RN-PER-0276,,,,
50263,"Chambers, James","Chambers, James (1744-1805)",1744-1805,Man
52843,"Grover, Thomas","Grover, Thomas",-,Man
48671,"Babcock, Adam","Babcock, Adam (1740-1817)",1740-1817,Man
49392,"Bowdoin, Preeson","Bowdoin, Preeson (of Norfolk, Va.)",-,Man
59334,"Van Rensselaer, Philip","Van Rensselaer, Philip (1747-1798)",1747-1798,Man
58684,"Sullivan, James","Sullivan, James (1744-1808)",1744-1808,Man
56408,"Otis, James, Jr.","Otis, James, Jr. (1725-1783)",1725-1783,Man
RN-PER-0124,,,,
58648,"Stringer, Samuel","Stringer, Samuel (1734-1817)",1734-1817,Man
50134,"Carroll, John","Carroll, John (1735-1815)",1735-1815,Man
RN-ORG-0121,,,,
50503,"Clayes, Peter","Clayes, Peter (1754-1834)",1754-1834,Man
RN-ORG-0167,,,,
RN-ORG-0136,,,,
RN-ORG-0140,,,,
59744,"Wayne, Anthony","Wayne, Anthony (1745-1796)",1745-1796,Man
60180,"Wisner, John","Wisner, John",-,Man
51351,"Devens, Richard","Devens, Richard (1721-1807)",1721-1807,Man
58674,"Sturges, Jonathan","Sturges, Jonathan (1740-1819)",1740-1819,Man
49692,"Brown, Nicholas","Brown, Nicholas (1729-1791)",1729-1791,Man
57234,"Rathbun, Valentine","Rathbun, Valentine (1724-1814)",1724-1814,Man
54578,"Lee, Richard","Lee, Richard (1723-1794, 1726-1795)",1723-1794,Man
RN-ORG-0414,,,,
51020,"Cushing, William","Cushing, William (1732-1810)",1732-1810,Man
59358,"Varick, Richard","Varick, Richard (1753-1831)",1753-1831,Man
RN-ORG-0271,,,,
RN-ORG-0158,,,,
49153,"Biddle, Charles","Biddle, Charles (1745-1821)",1745-1821,Man
260498,"Lamb, Catherine Jandine","Lamb, Catherine Jandine (1733-1807, Mrs. John Lamb)",1733-1807,Woman
269046,"Randolph, William","Randolph, William (TJ’s uncle)",-,Man
49175,"Bingham, William","Bingham, William (1752-1804)",1752-1804,Man
53137,"Harrison, Richard","Harrison, Richard (1750-1841)",1750-1841,Man
349453,"Le Maitre, Adrien","Le Maitre, Adrien",-,Man
RN-ORG-0056,,,,
57694,"Rutledge, Edward","Rutledge, Edward (1749-1800)",1749-1800,Man
258294,"Ketchum, Isaac","Ketchum, Isaac (1748-1835)",1748-1835,Man
48315,"Adams, Zabdiel","Adams, Zabdiel (1739-1801)",1739-1801,Man
349204,"Killcup, Lois","Killcup, Lois",1702-1790,Woman
267040,"Prichard, William","Prichard, William (1751-1815)",1751-1815,Man
RN-ORG-0075,,,,
57819,"Schuyler, Peter","Schuyler, Peter",-,Man
48497,"Angier, Oakes","Angier, Oakes (1745-1786)",1745-1786,Man
51093,"Dana, Francis","Dana, Francis (1743-1811)",1743-1811,Man
57915,"Sewall, David","Sewall, David (1735-1825)",1735-1825,Man
56238,Nicolson,"Nicolson (Nicholson), John (1740-1811)",1740-1811,Man
59780,"Webster, Pelatiah","Webster, Pelatiah (1726-1795)",1726-1795,Man
RN-ORG-0238,,,,
52175,"Foster, Isaac","Foster, Isaac (1740-1781)",1740-1781,Man
50545,"Clinton, James","Clinton, James (1733-1812)",1733-1812,Man
56480,"Palmer, Mary","Palmer, Mary (1746-1791)",1746-1791,Woman
278173,Weeks,"Weeks (Wickes), Lambert (1735-1777, captain)",1735-1777,Man
54026,"Johnson, Mary Watts","Johnson, Mary Watts (1753-1815)",1753-1815,Woman
245292,"Clymer, George","Clymer, George (1739-1813)",1739-1813,Man
91463,"Roorbach, Garret","Roorbach, Garret",-,Man
54590,"Lee, Thomas","Lee, Thomas (1758-1805)",1758-1805,Man
51398,"Digges, Dudley","Digges, Dudley (1718-1790)",1718-1790,Man
50125,"Carrington, Paul","Carrington, Paul (1733-1818)",1733-1818,Man
54094,"Jones, Joseph","Jones, Joseph (1727-1805)",1727-1805,Man
RN-ORG-0292,,,,
56939,"Pond, Charles","Pond, Charles (1744-1832)",1744-1832,Man
53033,"Hand, Edward","Hand, Edward (1744-1802)",1744-1802,Man
269914,"Sherman, Roger","Sherman, Roger (1721-1793)",1721-1793,Man
RN-ORG-0011,,,,
252673,"Gould, Benjamin","Gould, Benjamin",1751-1841,Man
RN-ORG-0278,,,,
49610,"Bromfield, Henry, Jr.","Bromfield, Henry, Jr. (1751-1837)",1751-1837,Man
49839,Burnet,"Burnet (Barnet), William (Dr., 1730-1791)",1730-1791,Man
52838,"Griswold, Matthew","Griswold, Matthew (1714-1799)",1714-1799,Man
54230,"Kermorvan, Giles Jean Marie Barazer de","Kermorvan, Giles Jean Marie Barazer de (1740-1817)",1740-1817,Man
248070,"Davison, Joseph","Davison, Joseph",-,Man
254887,"Heath, William","Heath, William (b. 1737, Virginia regiment)",1737-,Man
RN-ORG-0010,,,,
RN-ORG-0223,,,,
59021,"Tillinghast, Daniel","Tillinghast, Daniel (1732-1806)",1732-1806,Man
RN-ORG-0315,,,,
RN-ORG-0135,,,,
RN-ORG-0146,,,,
55157,"Manning, Ephraim","Manning, Ephraim",-,Man
RN-PER-0691,,,,
RN-ORG-0206,,,,
58055,"Silliman, Gold Selleck","Silliman, Gold Selleck (1732-1790)",1732-1790,Man
55275,"Mason, Jonathan, Sr.","Mason, Jonathan, Sr. (1725-1798)",1725-1798,Man
RN-GRP-0003,,,,
51299,"Delap, Samuel","Delap, Samuel (Bordeaux merchant)",-,Man
138357,"Delap, John Hans","Delap, John Hans (Jean-Hans; Bordeaux merchant)",-,Man
56516,"Parker, Peter","Parker, Peter (1721-1811)",1721-1811,Man
RN-ORG-0371,,,,
RN-ORG-0125,,,,
49090,"Benson, Egbert","Benson, Egbert (1746-1833)",1746-1833,Man
51317,"Dennis, Patrick","Dennis, Patrick (died c.1798)",-1798,Man
RN-ORG-0279,,,,
RN-ORG-0251,,,,
RN-ORG-0335,,,,
57410,"Ritzema, Rudolphus","Ritzema, Rudolphus (1739-1803)",1739-1803,Man
48802,"Barber, Nathaniel, Jr.","Barber, Nathaniel, Jr. (1728-1787)",1728-1787,Man
49821,"Burgoyne, John","Burgoyne, John (1722-1792)",1722-1792,Man
RN-ORG-0249,,,,
RN-ORG-0143,,,,
51954,"Fellows, John","Fellows, John (1735-1808)",1735-1808,Man
RN-ORG-0398,,,,
49814,"Burd, James","Burd, James (1726-1793)",1726-1793,Man
54487,"Lawrence, John","Lawrence, John (1751-c. 1799)",1751-1799,Man
53227,"Hay, Ann Hawkes","Hay, Ann Hawkes (1745-1786)",1745-1786,Woman
RN-ORG-0200,,,,
58582,"Stockton, Richard","Stockton, Richard (1730-1781)",1730-1781,Man
49486,"Bradley, Philip Burr","Bradley, Philip Burr (1738-1821)",1738-1821,Man
56757,"Peters, Richard","Peters, Richard (1744-1828)",1744-1828,Man
51564,"Duer, William","Duer, William (1747-1799)",1747-1799,Man
53430,"Hitchcock, Daniel","Hitchcock, Daniel (1739-1777)",1739-1777,Man
241109,"Barnard, Benjamin","Barnard, Benjamin",-,Man
49951,"Calbiac, baron de","Calbiac, baron de",-,Man
RN-ORG-0369,,,,
48658,"Avery, John, Jr.","Avery, John, Jr. (1739-1806)",1739-1806,Man
RN-PER-0136,,,,
55586,"Meigs, Return Jonathan, Sr.","Meigs, Return Jonathan, Sr. (1734-1823)",1734-1823,Man
RN-ORG-0338,,,,
49470,"Bradford, John","Bradford, John (1723-1784)",1723-1784,Man
250829,"Fenton, Elizabeth","Fenton, Elizabeth",-,Woman
54115,"Jones, Walter","Jones, Walter (1745-1815)",1745-1815,Man
RN-ORG-0402,,,,
57962,"Shaw, Nathaniel, Jr.","Shaw, Nathaniel, Jr. (1735-1782)",1735-1782,Man
51777,"Elmore, Samuel","Elmore, Samuel (1720-1805)",1720-1805,Man
51335,"Derby, Richard, Jr.","Derby, Richard, Jr. (1712-1783)",1712-1783,Man
52765,"Greenleaf, Benjamin","Greenleaf, Benjamin (1732-1799)",1732-1799,Man
252822,"Greene, Ray","Greene, Ray (1765-1849)",1765-1849,Man
51800,"Ennery, Victor-Thérèse Charpentier, comte d'","Ennery, Victor-Thérèse Charpentier, comte d' (1732-1776)",1732-1776,Man
51545,"Duboys, Lewis","Duboys, Lewis (d. 1802)",-1802,Man
52223,"Franklin, Elizabeth Downs","Franklin, Elizabeth Downs (1730-1777)",1730-1777,Woman
51510,"Drake, Samuel","Drake, Samuel (1730-1794)",1730-1794,Man
53061,"Hardenbergh, Johannes, Jr.","Hardenbergh, Johannes, Jr. (1729-1786)",1729-1786,Man
55490,"McKean, Thomas","McKean, Thomas (1734-1817)",1734-1817,Man
265242,,,,
2755467,,,,
250762,"Fargues, ——","Fargues, —— (French officer)",-,Man
58926,"Thomas, Thomas","Thomas, Thomas (1744-1824)",1744-1824,Man
260393,"Lynch, Thomas, Jr.","Lynch, Thomas, Jr. (1749-1779)",1749-1779,Man
RN-ORG-0361,,,,
51713,"Edwards, Timothy","Edwards, Timothy (1738-1813)",1738-1813,Man
57553,"Root, Jesse","Root, Jesse (1736-1822)",1736-1822,Man
302466,"Van Cortlandt, Augustus","Van Cortlandt, Augustus",-,Man
56845,"Pinckney, Charles","Pinckney, Charles (1757-1824)",1757-1824,Man
RN-PER-0086,,,,
55682,"Miles, Samuel","Miles, Samuel (1739-1805)",1739-1805,Man
RN-GRP-0020,,,,
245067,"Cheesman, Thomas","Cheesman, Thomas (1725-1785)",1725-1785,Man
58872,"Temple, Harriet Shirley","Temple, Harriet Shirley",-,Woman
247866,"Dunlap, William","Dunlap, William (1766-1839, writer and playwright)",1766-1839,Man
57362,"Richmond, William","Richmond, William (1726-1807)",1726-1807,Man
RN-ORG-0273,,,,
350043,"Newland, Mehetable","Newland, Mehetable",-,Woman
60329,"Yates, Abraham, Jr.","Yates, Abraham, Jr. (1724-1796)",1724-1796,Man
51817,"Erskine, Robert","Erskine, Robert (1735-1780)",1735-1780,Man
54855,"Livingston, William Smith","Livingston, William Smith (1755-1795)",1755-1795,Man
60332,"Yates, Robert","Yates, Robert (1738-1801)",1738-1801,Man
57259,"Read, John Kearsley","Read, John Kearsley (1746-1805)",1746-1805,Man
49266,"Blodget, William","Blodget, William (1754-1809)",1754-1809,Man
RN-ORG-0159,,,,
300514,"Stevenson, Cornelius","Stevenson, Cornelius (1738-1803)",1738-1803,Man
50443,"Clark, Abraham","Clark, Abraham (1726-1794)",1726-1794,Man
51712,"Edwards, Thomas","Edwards, Thomas (1753-1806)",1753-1806,Man
54763,"Lincoln, Benjamin","Lincoln, Benjamin (1733-1810)",1733-1810,Man
251903,"Fraser, John","Fraser, John (1750-1811)",1750-1811,Man
242144,"Bull, John","Bull, John (c.1740-1802)",1740-1802,Man
58209,"Smith, Jonathan Bayard","Smith, Jonathan Bayard (1742-1812)",1742-1812,Man
RN-GRP-0006,,,,
RN-ORG-0030,,,,
52416,"Gay, Fisher","Gay, Fisher (1733-1776)",1733-1776,Man
RN-ORG-0065,,,,
49478,"Bradford, William, Sr.","Bradford, William, Sr. (1729-1808)",1729-1808,Man
251471,"Fabbroni, Giovanni Valentino Maria","Fabbroni, Giovanni Valentino Maria (1752-1822)",1752-1822,Man
54547,"Lee, Francis Lightfoot","Lee, Francis Lightfoot (1734-1797)",1734-1797,Man
57104,"Purviance, Samuel, Sr.","Purviance, Samuel, Sr. (1715-1781)",1715-1781,Man
347286,"Barker, Nicholas","Barker, Nicholas",-,Man
51874,"Ewing, James","Ewing, James (1744-1824)",1744-1823,Man
271486,"Swope, Michael","Swope, Michael",-,Man
342980,"Folsom, Nathaniel","Folsom, Nathaniel (1749-1818)",1749-1818,Man
300466,"Story, Thomas","Story, Thomas",-,Man
51253,"Deane, Silas","Deane, Silas (1737-1789)",1737-1789,Man
54536,"Lee, Arthur","Lee, Arthur (1740-1792)",1740-1792,Man
254230,"Hodge, William","Hodge, William (1750-1780)",1750-1780,Man
57115,"Putnam, Jeremiah","Putnam, Jeremiah (1737-1799)",1737-1799,Man
50515,"Cleaves, Nathaniel","Cleaves, Nathaniel (1753-1802)",1753-1802,Man
350262,"Pochard, Alexandre","Pochard, Alexandre",-,Man
56799,"Phillips, Joseph Sr.","Phillips, Joseph Sr. (1718-1788)",1718-1788,Man
52078,"Fitzhugh, William","Fitzhugh, William (1729-1785)",1729-1785,Man
58801,"Tash, Thomas","Tash, Thomas (1722-1809)",1722-1809,Man
55484,"McIntosh, William","McIntosh, William (1722-1813)",1722-1813,Man
57535,"Rogers, Zabdiel","Rogers, Zabdiel (1737-1808)",1737-1808,Man
56794,"Philipse, Elizabeth Williams","Philipse, Elizabeth Williams (1732-1817)",1732-1817,Woman
301176,"Morris, Thomas","Morris, Thomas (c. 1745-1809)",1745-1809,Man
50239,"Ceronio, Stephen","Ceronio, Stephen",-,Man
RN-ORG-0256,,,,
50346,"Chaumont, Jacques Donatien Le Ray de","Chaumont, Jacques Donatien Le Ray de (1725-1803)",1725-1803,Man
58019,"Shippen, William, Jr.","Shippen, William, Jr. (1736-1808)",1736-1808,Man
RN-ORG-0149,,,,
257105,"Irvin, William","Irvin, William (1744-1809)",1744-1809,Man
283621,"Lewis, Charles Lilburn","Lewis, Charles Lilburn (1747-1831)",1747-1831,Man
RN-ORG-0296,,,,
48392,"Allen, Ethan","Allen, Ethan (1738-1789)",1738-1789,Man
56310,"Oakley, Miles","Oakley, Miles (1757-1844)",1757-1844,Man
50329,"Chartier de Lotbinière, Michel, marquis de","Chartier de Lotbinière, Michel, marquis de (1723-1798)",1723-1798,Man
48628,"Atlee, Samuel John","Atlee, Samuel John (1739-1786)",1739-1786,Man
RN-ORG-0259,,,,
52148,"Forman, David","Forman, David (1745-1797)",1745-1797,Man
