personID,label,fullname,years,gender
49689,"Brown, Moses","Brown, Moses (1738-1836)",1738-1836,Man
348458,"Fagnion, Jean-Charles","Fagnion, Jean-Charles",-,Man
53710,"Hull, William","Hull, William (1753-1825)",1753-1825,Man
277964,"Woodbridge, Joseph","Woodbridge, Joseph",-,Man
283484,"Billings, Stephen","Billings, Stephen (of CT)",-,Man
51983,"Fernald, Tobias","Fernald, Tobias (1744-1784)",1744-1784,Man
RN-PER-0281,,,,
320120,"Granger, Francis","Granger, Francis",1744-,Man
56204,"Nicholas, George","Nicholas, George (1754-1799)",1754-1799,Man
347952,"Collyer, Thomas","Collyer, Thomas",-,Man
RN-PER-0518,,,,
347432,"Besse, Jacques","Besse, Jacques",-,Man
255307,"Howlett, James","Howlett, James",-,Man
RN-ORG-0390,,,,
57500,"Rochambeau, Jeanne-Thérèse de Tellès d'Acosta, comtesse de","Rochambeau, Jeanne-Thérèse de Tellès d'Acosta, comtesse de (1730-1824)",1730-1824,Woman
52077,"Fitzhugh, William","Fitzhugh, William (1721–1798)",1721-1798,Man
247992,"Davenport, Abraham","Davenport, Abraham",-,Man
273016,"Soulavie, Jean Louis Girard","Soulavie, Jean Louis Girard (1751-1813)",1751-1813,Man
RN-PER-0368,,,,
RN-PER-0750,,,,
347469,"Blake, Peter","Blake, Peter",-,Man
RN-BUS-0069,,,,
349343,"Lambert, John","Lambert, John",-,Man
51596,"Duncan, David","Duncan, David (d. 1792)",-1792,Man
56755,"Peterson, Gabriel","Peterson, Gabriel (1748-1832)",1748-1832,Man
RN-PER-0472,,,,
RN-PER-0161,,,,
54460,"Laumoy, Jean-Baptiste-Joseph, comte de","Laumoy, Jean-Baptiste-Joseph, comte de (1750-1832)",1750-1832,Man
RN-PER-0739,,,,
53740,"Hunter, James, Jr.","Hunter, James, Jr. (1746-1788)",1746-1788,Man
RN-PER-0570,,,,
52471,"Gibson, John","Gibson, John (1740-1822)",1740-1822,Man
53010,"Hammond, Abijah","Hammond, Abijah (1732-1790)",1732-1790,Man
260090,"Little, George","Little, George",-,Man
RN-PER-0546,,,,
347835,"Chanson, Pierre","Chanson, Pierre",-,Man
50932,"Crèvecoeur, Michel-Guillaume St. Jean de","Crèvecoeur, Michel-Guillaume St. Jean de (1735-1813)",1735-1813,Man
RN-PER-0500,,,,
RN-PER-0008,,,,
RN-PER-0455,,,,
246347,"Curson, Samuel","Curson, Samuel (1753-1786)",1753-1786,Man
52643,"Gouverneur, Isaac, Jr.","Gouverneur, Isaac, Jr. (1721-1800)",1721-1800,Man
347875,"Cheminot, Charlotte de","Cheminot, Charlotte de",-,Woman
RN-PER-0716,,,,
52794,"Gregory, Stephen","Gregory, Stephen (1751-1817)",1751-1817,Man
52497,"Gilliland, James","Gilliland, James",-,Man
RN-PER-0181,,,,
347229,"Autun, Remy d'","Autun, Remy d'",-,Man
RN-PER-0211,,,,
55075,"Macpherson, William","Macpherson, William (1756-1813)",1756-1813,Man
262621,"Mytinger (Mettinger), John Jacob","Mytinger (Mettinger), John Jacob",1750-1793,Man
51997,"Field, Job","Field, Job (of Braintree)",-,Man
264402,Newcomb,"Newcomb (Newcombe), Briant (Amer. prisoner)",-,Man
51007,"Curtis, Samuel","Curtis, Samuel (1727-1777)",1727-1777,Man
240346,"Bass, Jeriah","Bass, Jeriah (of Braintree)",-,Man
269774,"Savil, Edward","Savil, Edward (of Braintree, prisoner of war)",-,Man
349664,"Macé de Vaudoré, Charles-Auguste-François-Hugue","Macé de Vaudoré, Charles-Auguste-François-Hugue",-,Man
350018,"Nanteuville, -- de","Nanteuville, -- de",-,Man
350642,"Shaffer, John","Shaffer, John",-,Man
57103,"Purviance, Samuel, Jr.","Purviance, Samuel, Jr. (d. 1788)",-1788,Man
57723,"Saint-Simon, Claude-Anne, Marquis de","Saint-Simon, Claude-Anne, Marquis de (1743-1819)",1743-1819,Man
59459,"Wagener, Peter","Wagener, Peter (1742-1798)",1742-1798,Man
RN-PER-0219,,,,
RN-BUS-0054,,,,
49476,"Bradford, Thomas","Bradford, Thomas (1745-1838)",1745-1838,Man
350755,"Steinsky, François","Steinsky, François",1752-1816,Man
54659,"Lettsom, John Coakley","Lettsom, John Coakley (1744-1815)",1744-1815,Man
261350,"Montgomery, Dorcas Armitage","Montgomery, Dorcas Armitage",-1806,Woman
RN-BUS-0036,,,,
RN-PER-0215,,,,
365592,"Hindman, John","Hindman, John (of Talbot Co., Md.)",-,Man
52684,"Grasse, Alexandre-François-Auguste de Grasse-Rouville, comte de, marquis de Tilly","Grasse, Alexandre-François-Auguste de Grasse-Rouville, comte de, marquis de Tilly (1765-1845)",1765-1845,Man
RN-PER-0115,,,,
RN-PER-0568,,,,
50796,"Cornell, Joseph","Cornell, Joseph (1707-1795)",1707-1795,Man
349573,"Lombard, Claude-Philibert","Lombard, Claude-Philibert",1743-,Man
RN-PER-0323,,,,
53780,"Hurt, John","Hurt, John (1752-1824)",1752-1824,Man
RN-PER-0144,,,,
57568,"Rose, Hugh","Rose, Hugh (military)",-,Man
350124,"Pagin, André-Noël","Pagin, André-Noël",1725-1788,Man
259812,"La Villebrune (La Villèsbrunne), Jacques-Aimé le Saige, Chevalier de","La Villebrune (La Villèsbrunne), Jacques-Aimé le Saige, Chevalier de",-,Man
RN-PER-0252,,,,
RN-PER-0113,,,,
55374,"Mayo, Joseph","Mayo, Joseph (d. 1785)",-1785,Man
350291,"Porquet, P. M.","Porquet, P. M.",-,Man
57581,"Ross, David, Jr.","Ross, David, Jr. (1755-1800)",1755-1800,Man
RN-PER-0717,,,,
266124,"Perregaux, Jean-Frédéric","Perregaux, Jean-Frédéric (1744-1808)",1744-1808,Man
245118,"Choisy, Claude Gabriel, marquis de","Choisy, Claude Gabriel, marquis de (b. 1723)",1723-,Man
55933,"Morris, Lewis, Jr.","Morris, Lewis, Jr. (1752-1824)",1752-1824,Man
52157,"Forrest, Thomas","Forrest, Thomas (d. 1825)",1747-1825,Man
263931,"McPherson, William","McPherson, William",-,Man
RN-PER-0598,,,,
RN-PER-0312,,,,
RN-PER-0804,,,,
365593,"Hobart, George","Hobart, George (1731-1804)",1731-1804,Man
RN-PER-0581,,,,
RN-PER-0081,,,,
58695,Sumner,"Sumner (Summer), Jethro (1733-1785)",1733-1785,Man
267462,"Pierres, Philippe-Denis","Pierres, Philippe-Denis (1741-1808)",1741-1808,Man
RN-PER-0456,,,,
249564,"Du Ponceau, Peter Stephen","Du Ponceau, Peter Stephen (Pierre-Etienne; 1760-1844)",1760-1844,Man
RN-PER-0707,,,,
57192,"Randolph, Elizabeth Nicholas","Randolph, Elizabeth Nicholas (1753-1810)",1753-1810,Woman
RN-PER-0787,,,,
347236,"Avery, Jonathan","Avery, Jonathan (b. 1762)",1762-,Man
253476,"Gallwey, John","Gallwey, John",-,Man
349206,"Kinnier, John","Kinnier, John",-,Man
RN-PER-0635,,,,
348570,"Fottrell, John","Fottrell, John",-,Man
RN-ORG-0351,,,,
54122,"Jones, Winzer","Jones, Winzer",-,Man
264382,"Nazro, Nathaniel","Nazro, Nathaniel (Amer. prisoner)",-,Man
RN-PER-0606,,,,
RN-PER-0415,,,,
55874,"Moore, William","Moore, William (c.1735–1793)",1735-1793,Man
50045,"Campo, Bernardo, marquis del","Campo, Bernardo, marquis del",-,Man
347449,"Bianchi, Jacques","Bianchi, Jacques",-,Man
48997,"Beall, William Dent","Beall, William Dent (1755-1829)",1755-1829,Man
RN-ORG-0343,,,,
256332,"Hanson, John","Hanson, John (1721-1783)",1721-1783,Man
349451,"Le Guen, Charles","Le Guen, Charles",-,Man
RN-PER-0393,,,,
348363,"Dutartre, Antoinette-Thérèse Melin","Dutartre, Antoinette-Thérèse Melin",1734-1785,Woman
RN-ORG-0001,,,,
347158,"Angus, John","Angus, John",-,Man
347459,"Birckel, --","Birckel, --",-,Man
273014,"Soubise, Charles de Rohan, Prince de","Soubise, Charles de Rohan, Prince de (1715-1787)",1715-1787,Man
RN-BUS-0050,,,,
51577,"Dulany, Benjamin Tasker","Dulany, Benjamin Tasker (1752-1816)",1752-1816,Man
274983,"Tolozan, Jean François de","Tolozan, Jean François de",-,Man
57630,"Rumney, William","Rumney, William (d. 1783)",-1783,Man
RN-PER-0659,,,,
347304,"Bartram, Joseph","Bartram, Joseph",-,Man
257182,"Jaume, Guillaume","Jaume, Guillaume",-,Man
347495,"Bohlen, Anna Sophia Susanna de","Bohlen, Anna Sophia Susanna de",-,Woman
260071,"Limozin, André","Limozin, André",-1789,Man
RN-PER-0105,,,,
347786,"Casey, Wanton","Casey, Wanton",1760-1842,Man
350524,"Royle, Henry","Royle, Henry",-,Man
305049,"Brownson, Gideon","Brownson, Gideon",-,Man
RN-PER-0049,,,,
260864,"Lolme, Jean Louis de","Lolme, Jean Louis de (1741-1806)",1741-1806,Man
RN-PER-0699,,,,
RN-PER-0140,,,,
278570,"Young, Moses","Young, Moses (1758-1838, secy. to Henry Laurens)",1758-1838,Man
56032,Muhlenberg,"Muhlenberg (Mühlenberg), Frederick Augustus Conrad (1750-1801)",1750-1801,Man
53843,"Innes, Harry","Innes, Harry (1752-1816)",1752-1816,Man
349352,"Landers, John","Landers, John",-,Man
348765,"Golden, Benjamin","Golden, Benjamin",-,Man
244178,"Celesia, Pietro Paolo","Celesia, Pietro Paolo (1731-1806)",1731-1806,Man
RN-PER-0134,,,,
RN-PER-0358,,,,
243153,"Barclay, Mary","Barclay, Mary (b. 1750, Mrs. Thomas Barclay)",1750-,Woman
350768,"Stockar zur Sonnenbourg, --","Stockar zur Sonnenbourg, --",1723-,Man
347695,"Butley, Thomas","Butley, Thomas",-,Man
RN-PER-0191,,,,
51875,"Ewing, John","Ewing, John (1732-1802)",1732-1802,Man
51394,"Digby, Robert","Digby, Robert (1732-1814)",1732-1814,Man
348384,"Edes, Caroline","Edes, Caroline",-,Woman
RN-PER-0331,,,,
348782,"Gottkier, --","Gottkier, --",-,Man
RN-PER-0354,,,,
59491,"Walker, Benjamin","Walker, Benjamin (1753-1818)",1753-1818,Man
49462,"Brackett, Joshua","Brackett, Joshua (1733-1802)",1733-1802,Man
RN-PER-0645,,,,
348236,"Dorlay, Eleazer","Dorlay, Eleazer",-,Man
52550,"Glentworth, Plunket Fleeson","Glentworth, Plunket Fleeson (1760-1833)",1760-1833,Woman
275294,"Vinton, Thomas","Vinton, Thomas (Amer. prisoner)",-,Man
273774,"Thayer, John","Thayer, John",1758-1815,Man
RN-PER-0080,,,,
53800,"Hutchins, Thomas","Hutchins, Thomas (1730-1789)",1730-1789,Man
265707,"Pope, Jacob","Pope, Jacob (prisoner)",-,Man
49586,"Brissot de Warville, Jacques-Pierre","Brissot de Warville, Jacques-Pierre (1754-1793)",1754-1793,Man
246693,"Caldwell, Samuel","Caldwell, Samuel (c.1738 - 1798)",1738-1798,Man
53135,"Harrison, Nathaniel","Harrison, Nathaniel (1703-1791)",1703-1791,Man
348193,"Desouches de Varenne, Mr.","Desouches de Varenne, Mr.",-,Man
RN-PER-0125,,,,
347918,"Clegg, Edmund","Clegg, Edmund",-,Man
RN-BUS-0078,,,,
52521,"Gilpin, Joseph","Gilpin, Joseph (1725-1790)",1725-1790,Man
348494,"Feray, Jean-Baptiste-Antoine","Feray, Jean-Baptiste-Antoine",1739-1811,Man
RN-PER-0780,,,,
49320,"Bond, Thomas, Sr.","Bond, Thomas, Sr. (1712-1784)",1712-1784,Man
267473,"Pigott, Robert","Pigott, Robert",1736-1794,Man
348511,"Filleul, Anne-Rosalie Boquet","Filleul, Anne-Rosalie Boquet",1752-1794,Woman
350422,"Richard, Jean-François","Richard, Jean-François",-,Man
52045,"Fish, Nicholas","Fish, Nicholas (1758-1833)",1758-1833,Man
347428,"Bery, --","Bery, --",-,Man
RN-ORG-0376,,,,
243360,"Bérard, Thomas-Simon","Bérard, Thomas-Simon (1741-1794)",1741-1794,Man
347868,"Chaumont, Marie-Thérèse Jogues Le Ray de","Chaumont, Marie-Thérèse Jogues Le Ray de",1732-1819,Woman
RN-PER-0512,,,,
348482,"Favier, --","Favier, --",-,Man
49331,"Mably, Gabriel Bonnot de","Mably, Gabriel Bonnot de (1709-1785)",1709-1785,Man
302128,"McCallister, Archibald","McCallister, Archibald",-,Man
303866,"Liebert (Leibert), Philip","Liebert (Leibert), Philip",-,Man
58918,"Thomas, John Allen","Thomas, John Allen (1734-1797)",1734-1797,Man
278549,"Wyld (Wild), Henry","Wyld (Wild), Henry",-,Man
241087,"Barber, William","Barber, William (1743-1789)",1743-1789,Man
49091,"Benson, Joshua","Benson, Joshua (1752-1805)",1752-1805,Man
49609,"Broglie, Victor-François, 2d duc de","Broglie, Victor-François, 2d duc de (1718-1814)",1718-1814,Man
RN-PER-0194,,,,
54391,"Lameth, Charles-Malo-François, comte de","Lameth, Charles-Malo-François, comte de (1757-1832)",1757-1832,Man
RN-ORG-0221,,,,
RN-PER-0175,,,,
49042,"Bee, Thomas","Bee, Thomas (1739-1812)",1739-1812,Man
56010,"Motte, Isaac","Motte, Isaac (1738-1795)",1738-1795,Man
348191,"Desmarest, Nicolas","Desmarest, Nicolas",1725-1815,Man
348219,"Didelot, Mr.","Didelot, Mr. (of Paris, France)",-,Man
348412,"Embser, Johann Valentin","Embser, Johann Valentin",1749-1783,Man
269740,"Santheuvel, Bartholomeus van den","Santheuvel, Bartholomeus van den (Holland deputy to and president of States General)",-,Man
275259,"Velde, John van de","Velde, John van de (Amsterdam merchant)",-,Man
RN-PER-0768,,,,
RN-BUS-0046,,,,
350416,"Rice, Samuel","Rice, Samuel",-,Man
260967,"Lyne, John","Lyne, John (of Richmond, Va.)",-,Man
347284,"Bargum, -- de","Bargum, -- de",-,Man
240477,"Bernhard, J.","Bernhard, J. (former Dutch army officer)",-,Man
244327,"Clark, Gregory","Clark, Gregory (Amer. prisoner)",-,Man
254317,"Horton, William","Horton, William (sailor)",-,Man
252099,"Glover, Lewis","Glover, Lewis (Amer. prisoner)",-,Man
52861,"Guild, Benjamin","Guild, Benjamin (1749-1792)",1749-1792,Man
53022,"Hamtramck, John Francis","Hamtramck, John Francis (1756-1803)",1756-1803,Man
RN-BUS-0029,,,,
RN-PER-0596,,,,
240521,"Black, Thomas","Black, Thomas",-,Man
59726,"Watson, Elkanah","Watson, Elkanah (1758-1842)",1758-1842,Man
347771,"Carié, le jeune","Carié, le jeune",-,Man
240666,"Bracht, Herman van","Bracht, Herman van",-,Man
RN-PER-0363,,,,
RN-PER-0443,,,,
RN-ORG-0391,,,,
RN-PER-0838,,,,
51597,"Duncan, James, Jr.","Duncan, James, Jr. (1756-1822)",1756-1822,Man
RN-ORG-0415,,,,
58491,Stephens,"Stephens (Stevens), Joseph (d. 1783)",-1783,Man
347273,"Barber, David F.","Barber, David F.",-,Man
53533,"Holt, William","Holt, William (1737-1791)",1737-1791,Man
RN-PER-0552,,,,
RN-PER-0656,,,,
54850,"Livingston, Robert R.","Livingston, Robert R. (1746-1813)",1746-1813,Man
246667,"Cabarrus, Francisco, Count","Cabarrus, Francisco, Count (1752-1810)",1752-1810,Man
57619,"Rucker, John","Rucker, John (1745-1788)",1745-1788,Man
243624,"Bourgoing (Burgoyne), Jean François, Baron de","Bourgoing (Burgoyne), Jean François, Baron de",-,Man
349054,"Hubbart, Samuel","Hubbart, Samuel",1769-,Man
RN-PER-0405,,,,
60051,"Williams, John Foster","Williams, John Foster (1743-1814)",1743-1814,Man
348279,"Du Ponceau, Louise-Geneviève","Du Ponceau, Louise-Geneviève",1759-1839,Woman
251920,"Freeland, Mace","Freeland, Mace",-,Man
348808,"Grand de la Chaise, Daniel","Grand de la Chaise, Daniel (1761-1818)",1761-1818,Man
275268,"Vergennes, Anne Viviers Testa, comtesse de","Vergennes, Anne Viviers Testa, comtesse de",1730-1798,Woman
350998,"Vergennes, Jean Gravier, marquis de","Vergennes, Jean Gravier, marquis de (1718-1794)",1718-1794,Man
350999,"Vergennes, Jeanne-Claude Chevignard de Chavigny, marquise de","Vergennes, Jeanne-Claude Chevignard de Chavigny, marquise de",-,Woman
242805,"Bright, Michael","Bright, Michael",-,Man
RN-PER-0823,,,,
351188,"Yonger, Levy","Yonger, Levy",-,Man
RN-PER-0132,,,,
347886,"Cheylus, --, marquis de","Cheylus, --, marquis de",-,Man
348938,"Hare, Richard, Jr.","Hare, Richard, Jr.",-,Man
RN-PER-0004,,,,
349458,"Le Paon, Jean-Baptiste","Le Paon, Jean-Baptiste",1740-1785,Man
RN-PER-0469,,,,
261236,"Mends, Benjamin","Mends, Benjamin (of Plymouth, England)",-,Man
349676,"Maillebois, Yves-Marie Desmaretz, comte de","Maillebois, Yves-Marie Desmaretz, comte de",1715-1791,Man
254041,"Hartley, Winchcombe Henry","Hartley, Winchcombe Henry",1740-1794,Man
350336,"Puységur, Armand-Marc-Jacques de Chastenet de","Puységur, Armand-Marc-Jacques de Chastenet de",-,Man
350335,"Puységur, Antoine-Hyacinthe-Anne de Chastenet de","Puységur, Antoine-Hyacinthe-Anne de Chastenet de",-,Man
350338,"Puységur, Jacques-Maxime-Paul de Chastenet de","Puységur, Jacques-Maxime-Paul de Chastenet de",-,Man
350780,"Strange, Robert","Strange, Robert",1721-1792,Man
244439,"Collins, Isaac","Collins, Isaac (Amer. prisoner)",1756-1834,Man
RN-PER-0343,,,,
347392,"Beraud de Ciccati, --","Beraud de Ciccati, --",-,Man
56962,"Porter, Andrew","Porter, Andrew (1743-1813)",1743-1813,Man
240470,"Bergsma, Mr.","Bergsma, Mr. (of Friesland)",-,Man
51261,"Dearborn, Henry","Dearborn, Henry (1750-1829)",1750-1829,Man
55231,"Martin, Benjamin","Martin, Benjamin (1704-1782)",1704-1782,Man
338170,"Fraser, James","Fraser, James (d. 1803)",1745-1803,Man
240481,"Bertin, Henri Léonard Jean Baptiste","Bertin, Henri Léonard Jean Baptiste (1720-1792)",1720-1792,Man
RN-PER-0143,,,,
RN-PER-0337,,,,
50978,"Cumming, John Noble","Cumming, John Noble (1752-1821)",1752-1821,Man
59672,"Washington, Mary Ball","Washington, Mary Ball (1708-1789)",1708-1789,Woman
RN-PER-0168,,,,
RN-PER-0558,,,,
347864,"Chaumont, Madame de","Chaumont, Madame de",-,Woman
258913,"Laurens, Henry, Jr.","Laurens, Henry, Jr. (1763-1821, son of Henry)",1763-1821,Man
246399,"Carr, Overton","Carr, Overton",-,Man
49084,"Beniousky, Maurice-Auguste de","Beniousky, Maurice-Auguste de (1746-1786)",1746-1786,Man
252298,Grieve,"Grieve (Greive), George (British radical)",-,Man
240466,"Van Berckel, Gertruy Roskam","Van Berckel, Gertruy Roskam (d. 1782, wife of Engelbert)",-1782,Woman
RN-PER-0041,,,,
347897,"Cholmondeley, George James, earl of","Cholmondeley, George James, earl of",1749-1827,Man
319676,"Jackson, William","Jackson, William (runaway servant, b. c. 1743)",1743-,Man
54419,"Petty, Sir William, 2d Earl of Shelburne and 1st Marquis of Lansdowne","Petty, Sir William, 2d Earl of Shelburne and 1st Marquis of Lansdowne (1737-1805)",1737-1805,Man
253531,"Gastelier, René-Georges","Gastelier, René-Georges (1741-1821)",1741-1821,Man
350120,"Pachelbel, Georg Wilhelm de","Pachelbel, Georg Wilhelm de",1717-1784,Man
RN-PER-0123,,,,
251145,"Franks, Isaac","Franks, Isaac",1759-1822,Man
RN-PER-0357,,,,
240370,"Baumberg, Johann Christoph","Baumberg, Johann Christoph",-,Man
348971,"Hazlehurst, Isaac","Hazlehurst, Isaac",1742-1834,Man
54688,"Lewis, Elijah","Lewis, Elijah (b. 1741)",1741-,Man
RN-PER-0431,,,,
RN-PER-0204,,,,
349982,"Mourlens, abbé -- de","Mourlens, abbé -- de",-,Man
RN-PER-0607,,,,
240807,"Brouwer, Hendrik, Chs. zoon","Brouwer, Hendrik, Chs. zoon (Rotterdam merchant)",-,Man
RN-PER-0704,,,,
350522,"Royal, William","Royal, William",-,Man
49243,"Blanchard, Jean-Pierre","Blanchard, Jean-Pierre (1753-1809)",1753-1809,Man
259111,"Low, Herr von","Low, Herr von (German official)",-,Man
RN-ORG-0240,,,,
270422,"Schneider, Christian","Schneider, Christian",-,Man
RN-PER-0406,,,,
RN-ORG-0380,,,,
265518,"Pauli, Johann Ulrich","Pauli, Johann Ulrich",-,Man
267723,Quadt Wykeradt,"Quadt Wykeradt (née Baronne De Wyhe), Comtesse de (of The Hague)",-,Woman
348149,"Delfino, Daniele Andrea","Delfino, Daniele Andrea",1748-1798,Man
RN-PER-0470,,,,
RN-PER-0745,,,,
254237,"Hodinpyl, P.","Hodinpyl, P. (of Rotterdam)",-,Man
348392,"Edwards, Daniel","Edwards, Daniel",-,Man
349977,"Moulan, --","Moulan, --",-,Man
350498,"Rose, abbé L. Nicholas","Rose, abbé L. Nicholas",-,Man
RN-PER-0095,,,,
271616,Schreiber,"Schreiber (Schrieber), Jacob (Jacques)",-,Man
254185,"Hill, Hugh","Hill, Hugh (captain, of the Cicero)",-,Man
299976,"Courtauld, Samuel","Courtauld, Samuel",-,Man
256669,"Hilliard d'Auberteuil, Michel René","Hilliard d'Auberteuil, Michel René (1751-1789)",1751-1789,Man
54989,"Lunt, Ezra","Lunt, Ezra (1743-1803)",1743-1803,Man
238815,"Abbema, Balthasar Elias","Abbema, Balthasar Elias (1739-1805, of Amsterdam)",1739-1805,Man
129764,"Freeman, James","Freeman, James (1759-1835)",1759-1835,Man
51847,"Eustis, William","Eustis, William (1753-1825)",1753-1825,Man
RN-PER-0334,,,,
RN-ORG-0385,,,,
RN-PER-0688,,,,
RN-PER-0812,,,,
RN-PER-0403,,,,
55342,"Maxwell, Hugh","Maxwell, Hugh (1733-1799)",1733-1799,Man
50834,"Covenhoven, John","Covenhoven, John (b. 1734)",1734-,Man
RN-PER-0069,,,,
56404,"Oswald, Richard","Oswald, Richard (1705-1784)",1705-1784,Man
59542,"Walmsley, Philip","Walmsley, Philip",-,Man
252329,"Gyselaar, Cornelis de","Gyselaar, Cornelis de (pensionary of Dordrecht)",-,Man
RN-PER-0434,,,,
48693,"Badlam, Ezra","Badlam, Ezra (1746-1788)",1746-1788,Man
264464,"Nolet, Jacobus","Nolet, Jacobus (Schiedam merchant)",-,Man
350379,"Read, Franklin","Read, Franklin",1749-,Man
319576,"Wright, John","Wright, John (b. c. 1745, runaway convict servant)",1745-,Man
53475,"Hodshon, John","Hodshon, John",-,Man
RN-BUS-0014,,,,
338867,"Colcock, John","Colcock, John (1744-1782)",1744-1782,Man
RN-BUS-0008,,,,
350078,"Ogle, Anne","Ogle, Anne",-,Woman
57750,"Sands, Comfort","Sands, Comfort (1748-1834)",1748-1834,Man
57254,"Read, Jacob","Read, Jacob (1752-1816)",1752-1816,Man
RN-PER-0197,,,,
RN-BUS-0003,,,,
276269,"Wynzouw, Jan","Wynzouw, Jan (Dutch schoolmaster)",-,Man
347740,"Caldani, Leopold","Caldani, Leopold",-,Man
347272,"Barbançon, Augustin-Jean-Louis-Antoine du Prat, comte de","Barbançon, Augustin-Jean-Louis-Antoine du Prat, comte de (1750-1797)",1750-1797,Man
50979,"Cummings, Alexander","Cummings, Alexander (1750-1811)",1750-1811,Man
RN-BUS-0013,,,,
347326,"Baussan, --","Baussan, --",-,Man
347327,"Baussan, Madame N.","Baussan, Madame N.",-,Woman
RN-BUS-0004,,,,
RN-PER-0761,,,,
RN-BUS-0066,,,,
347196,"Arnold, Freegift","Arnold, Freegift",-,Man
268170,"Raymond, James","Raymond, James",-,Man
52196,"Fox, Charles James","Fox, Charles James (1749-1806)",1749-1806,Man
RN-PER-0622,,,,
RN-PER-0627,,,,
261237,"Mends, C.","Mends, C. (father of Benjamin)",-,Man
348617,"Freeborn, Alice","Freeborn, Alice",-,Woman
269743,"Saportas, Samuel","Saportas, Samuel (Amsterdam broker)",-,Man
255101,"Hiwell, John","Hiwell, John",-,Man
RN-PER-0441,,,,
RN-PER-0824,,,,
48386,"Allcock, William","Allcock, William",-,Man
RN-PER-0177,,,,
RN-PER-0429,,,,
51470,"Carleton, Guy","Carleton, Guy (1724-1808, 1st Baron Dorchester)",1724-1808,Man
54927,"Lott, Abraham","Lott, Abraham (1725-1794)",1725-1794,Man
52801,"Grenville, Thomas","Grenville, Thomas (1755-1846)",1755-1846,Man
246526,"Canfield, Samuel","Canfield, Samuel (1726-1799, New Milford)",1726-1799,Man
365752,"Brown, Lewis","Brown, Lewis",-,Man
RN-BUS-0001,,,,
RN-BUS-0002,,,,
RN-PER-0013,,,,
267992,"Roorda, Jacob","Roorda, Jacob (of Harlingen, Netherlands)",-,Man
350504,"Rouaix, Mr.","Rouaix, Mr.",1744-1825,Man
338821,"Garden, Alexander","Garden, Alexander (d. 1829) (1757-1829)",1757-1829,Man
348681,"Gaucher, Charles-Etienne","Gaucher, Charles-Etienne",1740-1804,Man
RN-PER-0505,,,,
347986,"Coppens, fils","Coppens, fils",-,Man
RN-PER-0071,,,,
320592,"Read, John","Read, John (runaway servant, b. c. 1742)",1742-,Man
59304,"Van Deursen, William Sr.","Van Deursen, William Sr. (1752-1824)",1752-1824,Man
348722,"Gerbier de Werchamp, Humbert","Gerbier de Werchamp, Humbert",1727-1795,Man
55044,"Machin, Thomas","Machin, Thomas (1744-1816)",1744-1816,Man
RN-ORG-0162,,,,
52615,"Gordon, James","Gordon, James (officer)",-,Man
262307,"Montour, John","Montour, John (son of Andrew Montour; Indian)",-,Man
RN-PER-0797,,,,
RN-BUS-0017,,,,
48594,"Asgill, Charles","Asgill, Charles (1762-1823)",1762-1823,Man
244182,"Chabanel, Mme. V.","Chabanel, Mme. V. (of Amsterdam)",-,Woman
RN-PER-0063,,,,
RN-PER-0308,,,,
RN-PER-0364,,,,
RN-PER-0801,,,,
RN-PER-0118,,,,
254106,"Heefke, Jan","Heefke, Jan (glassmaker)",-,Man
RN-PER-0665,,,,
148009,"Reid, George","Reid, George (1733-1815)",1733-1815,Man
278229,"Wetmore, Hezekiah","Wetmore, Hezekiah",-,Man
56775,"Peyster, Pierre De","Peyster, Pierre De",-,Man
RN-PER-0362,,,,
RN-PER-0794,,,,
265424,"Oyré, François Ignace Ervoil d'","Oyré, François Ignace Ervoil d' (1739-1799)",1739-1799,Man
RN-PER-0682,,,,
RN-PER-0146,,,,
51942,"Favi, Francesco","Favi, Francesco",-,Man
RN-PER-0366,,,,
50575,"Cochran, John","Cochran, John (1730-1807)",1730-1807,Man
241801,"Brahm, Ferdinand Joseph Sebastian de","Brahm, Ferdinand Joseph Sebastian de (1752-1822)",1752-1822,Man
RN-PER-0344,,,,
RN-PER-0250,,,,
49375,"Bouillé, François-Claude-Amour, marquis de","Bouillé, François-Claude-Amour, marquis de (1739-1800)",1739-1800,Man
RN-BUS-0009,,,,
57237,"Rawle, William","Rawle, William (1759-1836)",1759-1836,Man
RN-BUS-0089,,,,
244228,"Chapman, Richard","Chapman, Richard (Amer. prisoner)",-,Man
RN-PER-0808,,,,
RN-PER-0205,,,,
RN-PER-0789,,,,
RN-BUS-0011,,,,
275136,"Uhl, Jean Henri David","Uhl, Jean Henri David (Prussian lawyer)",-,Man
259669,"Lossberg, Friedrich Wilhelm von","Lossberg, Friedrich Wilhelm von",-,Man
267770,"Quackenbush, Nicholas N.","Quackenbush, Nicholas N. (1764-1823)",1764-1823,Man
54077,"Jones, David","Jones, David (1736-1820)",1736-1820,Man
347389,"Benyowsky, Susanna Hensky, comtesse de","Benyowsky, Susanna Hensky, comtesse de",-,Woman
RN-BUS-0026,,,,
260171,"Ludlow, George James","Ludlow, George James (1758-1842)",1758-1842,Man
RN-PER-0336,,,,
274210,"Target, Guy-Jean-Baptiste","Target, Guy-Jean-Baptiste (1733-1806)",1733-1806,Man
RN-PER-0525,,,,
RN-PER-0492,,,,
RN-ORG-0375,,,,
347206,"Artus, Antoine-Norbert d'","Artus, Antoine-Norbert d'",-,Man
