DocumentID,Title,Author,Recipient,Date,Publication,Founders Online,Rotunda,authorIDs,recipientIDs,Location,geonameId,coordinates,latitude,longitude,country_code,country_name,admin1,admin2,hierarchy
ADMS-06-05-02-0053,"Nathanael Greene to John Adams, 3 March 1777","Greene, Nathanael","Adams, John",1777-03-03,ADMS,https://founders.archives.gov/documents/Adams/06-05-02-0053,https://rotunda.upress.virginia.edu/founders/ADMS-06-05-02-0053,52753,48298,"Basking Ridge, Somerset County [N.J.]",5095409,"40.70621, -74.54932",40.70621,-74.54932,US,United States,New Jersey,Somerset County,United States > New Jersey > Somerset County
GEWN-03-08-02-0678,"Major General Nathanael Greene to George Washington, 24 March 1777","Greene, Nathanael","Washington, George",1777-03-24,GEWN,https://founders.archives.gov/documents/Washington/03-08-02-0678,https://rotunda.upress.virginia.edu/founders/GEWN-03-08-02-0678,52753,59627,"Philadelphia, Philadelphia County [Pa.]",4560349,"39.95238, -75.16362",39.95238,-75.16362,US,United States,Pennsylvania,Philadelphia County,United States > Pennsylvania > Philadelphia County
ADMS-06-05-02-0080,"Nathanael Greene to John Adams, 5 April 1777","Greene, Nathanael","Adams, John",1777-04-05,ADMS,https://founders.archives.gov/documents/Adams/06-05-02-0080,https://rotunda.upress.virginia.edu/founders/ADMS-06-05-02-0080,52753,48298,"Morristown, Morris County [N.J.]",5101436,"40.79660, -74.47711",40.7966,-74.47711,US,United States,New Jersey,Morris County,United States > New Jersey > Morris County
ADMS-06-05-02-0087,"Nathanael Greene to John Adams, 13 April 1777","Greene, Nathanael","Adams, John",1777-04-13,ADMS,https://founders.archives.gov/documents/Adams/06-05-02-0087,https://rotunda.upress.virginia.edu/founders/ADMS-06-05-02-0087,52753,48298,"Bound Brook, Somerset County [N.J.]",5095860,"40.56844, -74.53849",40.56844,-74.53849,US,United States,New Jersey,Somerset County,United States > New Jersey > Somerset County
ADMS-06-05-02-0103,"Nathanael Greene to John Adams, 2 May 1777","Greene, Nathanael","Adams, John",1777-05-02,ADMS,https://founders.archives.gov/documents/Adams/06-05-02-0103,https://rotunda.upress.virginia.edu/founders/ADMS-06-05-02-0103,52753,48298,"Morristown, Morris County [N.J.]",5101436,"40.79660, -74.47711",40.7966,-74.47711,US,United States,New Jersey,Morris County,United States > New Jersey > Morris County
GEWN-03-09-02-0445,"Major General Nathanael Greene to George Washington, 17 May 1777","Greene, Nathanael","Washington, George",1777-05-17,GEWN,https://founders.archives.gov/documents/Washington/03-09-02-0445,https://rotunda.upress.virginia.edu/founders/GEWN-03-09-02-0445,52753,59627,"Peekskill, Westchester County [N.Y.]",5130844,"41.28833, -73.92266",41.28833,-73.92266,US,United States,New York,Westchester County,United States > New York > Westchester County
GEWN-03-09-02-0511,"Major General Nathanael Greene to George Washington, 24 May 1777","Greene, Nathanael","Washington, George",1777-05-24,GEWN,https://founders.archives.gov/documents/Washington/03-09-02-0511,https://rotunda.upress.virginia.edu/founders/GEWN-03-09-02-0511,52753,59627,"Bound Brook, Somerset County [N.J.]",5095860,"40.56844, -74.53849",40.56844,-74.53849,US,United States,New Jersey,Somerset County,United States > New Jersey > Somerset County
GEWN-03-09-02-0520,"Major General Nathanael Greene to George Washington, 25 May 1777","Greene, Nathanael","Washington, George",1777-05-25,GEWN,https://founders.archives.gov/documents/Washington/03-09-02-0520,https://rotunda.upress.virginia.edu/founders/GEWN-03-09-02-0520,52753,59627,"Bound Brook, Somerset County [N.J.]",5095860,"40.56844, -74.53849",40.56844,-74.53849,US,United States,New Jersey,Somerset County,United States > New Jersey > Somerset County
GEWN-03-09-02-0533,"Major General Nathanael Greene to George Washington, 27 May 1777","Greene, Nathanael","Washington, George",1777-05-27,GEWN,https://founders.archives.gov/documents/Washington/03-09-02-0533,https://rotunda.upress.virginia.edu/founders/GEWN-03-09-02-0533,52753,59627,"Middlebrook, Somerset County [N.J.]",5095860,"40.56844, -74.53849",40.56844,-74.53849,US,United States,New Jersey,Somerset County,United States > New Jersey > Somerset County
ADMS-06-05-02-0125,"Nathanael Greene to John Adams, 28 May 1777","Greene, Nathanael","Adams, John",1777-05-28,ADMS,https://founders.archives.gov/documents/Adams/06-05-02-0125,https://rotunda.upress.virginia.edu/founders/ADMS-06-05-02-0125,52753,48298,"Middlebrook, Somerset County [N.J.]",5095860,"40.56844, -74.53849",40.56844,-74.53849,US,United States,New Jersey,Somerset County,United States > New Jersey > Somerset County
GEWN-03-10-02-0535-0003,"II. Major General Nathanael Greene’s Opinion, 7 August 1777","Greene, Nathanael","Washington, George",1777-08-07,GEWN,https://founders.archives.gov/documents/Washington/03-10-02-0535-0003,https://rotunda.upress.virginia.edu/founders/GEWN-03-10-02-0535-0003,52753,59627,,,,,,,,,,
GEWN-03-11-02-0123,"Major General Nathanael Greene to George Washington, 2 September 1777","Greene, Nathanael","Washington, George",1777-09-02,GEWN,https://founders.archives.gov/documents/Washington/03-11-02-0123,https://rotunda.upress.virginia.edu/founders/GEWN-03-11-02-0123,52753,59627,"Red Clay Creek, New Castle County [Del.]",4144248,"39.70795, -75.64585",39.70795,-75.64585,US,United States,Delaware,New Castle County,United States > Delaware > New Castle County
GEWN-03-12-02-0238,"Major General Nathanael Greene to George Washington, 14 November 1777","Greene, Nathanael","Washington, George",1777-11-14,GEWN,https://founders.archives.gov/documents/Washington/03-12-02-0238,https://rotunda.upress.virginia.edu/founders/GEWN-03-12-02-0238,52753,59627,,,,,,,,,,
GEWN-03-12-02-0338,"Major General Nathanael Greene to George Washington, 21 November 1777","Greene, Nathanael","Washington, George",1777-11-21,GEWN,https://founders.archives.gov/documents/Washington/03-12-02-0338,https://rotunda.upress.virginia.edu/founders/GEWN-03-12-02-0338,52753,59627,"Burlington, Burlington County [N.J.]",5096075,"40.07122, -74.86489",40.07122,-74.86489,US,United States,New Jersey,Burlington County,United States > New Jersey > Burlington County
GEWN-03-12-02-0346,"Major General Nathanael Greene to George Washington, 22 November 1777","Greene, Nathanael","Washington, George",1777-11-22,GEWN,https://founders.archives.gov/documents/Washington/03-12-02-0346,https://rotunda.upress.virginia.edu/founders/GEWN-03-12-02-0346,52753,59627,"Mount Holly, Burlington County [N.J.]",4503134,"39.99289, -74.78766",39.99289,-74.78766,US,United States,New Jersey,Burlington County,United States > New Jersey > Burlington County
GEWN-03-12-02-0373,"Major General Nathanael Greene to George Washington, 24 November 1777","Greene, Nathanael","Washington, George",1777-11-24,GEWN,https://founders.archives.gov/documents/Washington/03-12-02-0373,https://rotunda.upress.virginia.edu/founders/GEWN-03-12-02-0373,52753,59627,"Mount Holly, Burlington County [N.J.]",4503134,"39.99289, -74.78766",39.99289,-74.78766,US,United States,New Jersey,Burlington County,United States > New Jersey > Burlington County
GEWN-03-12-02-0374,"Major General Nathanael Greene to George Washington, 24 November 1777","Greene, Nathanael","Washington, George",1777-11-24,GEWN,https://founders.archives.gov/documents/Washington/03-12-02-0374,https://rotunda.upress.virginia.edu/founders/GEWN-03-12-02-0374,52753,59627,"Mount Holly, Burlington County [N.J.]",4503134,"39.99289, -74.78766",39.99289,-74.78766,US,United States,New Jersey,Burlington County,United States > New Jersey > Burlington County
GEWN-03-12-02-0386,"Major General Nathanael Greene to George Washington, 25 November 1777","Greene, Nathanael","Washington, George",1777-11-25,GEWN,https://founders.archives.gov/documents/Washington/03-12-02-0386,https://rotunda.upress.virginia.edu/founders/GEWN-03-12-02-0386,52753,59627,"Mount Holly, Burlington County [N.J.]",4503134,"39.99289, -74.78766",39.99289,-74.78766,US,United States,New Jersey,Burlington County,United States > New Jersey > Burlington County
GEWN-03-12-02-0388,"Major General Nathanael Greene to George Washington, 25 November 1777","Greene, Nathanael","Washington, George",1777-11-25,GEWN,https://founders.archives.gov/documents/Washington/03-12-02-0388,https://rotunda.upress.virginia.edu/founders/GEWN-03-12-02-0388,52753,59627,"Mount Holly, Burlington County [N.J.]",4503134,"39.99289, -74.78766",39.99289,-74.78766,US,United States,New Jersey,Burlington County,United States > New Jersey > Burlington County
GEWN-03-12-02-0404,"Major General Nathanael Greene to George Washington, 26 November 1777","Greene, Nathanael","Washington, George",1777-11-26,GEWN,https://founders.archives.gov/documents/Washington/03-12-02-0404,https://rotunda.upress.virginia.edu/founders/GEWN-03-12-02-0404,52753,59627,"Haddonfield, Gloucester County [N.J.]",4502103,"39.89150, -75.03767",39.8915,-75.03767,US,United States,New Jersey,Camden County,United States > New Jersey > Camden County
GEWN-03-12-02-0415,"Major General Nathanael Greene to George Washington, 27 November 1777","Greene, Nathanael","Washington, George",1777-11-27,GEWN,https://founders.archives.gov/documents/Washington/03-12-02-0415,https://rotunda.upress.virginia.edu/founders/GEWN-03-12-02-0415,52753,59627,"Mount Holly, Burlington County [N.J.]",4503134,"39.99289, -74.78766",39.99289,-74.78766,US,United States,New Jersey,Burlington County,United States > New Jersey > Burlington County
GEWN-03-12-02-0424,"Major General Nathanael Greene to George Washington, 28 November 1777","Greene, Nathanael","Washington, George",1777-11-28,GEWN,https://founders.archives.gov/documents/Washington/03-12-02-0424,https://rotunda.upress.virginia.edu/founders/GEWN-03-12-02-0424,52753,59627,"Burlington, Burlington County [N.J.]",5096075,"40.07122, -74.86489",40.07122,-74.86489,US,United States,New Jersey,Burlington County,United States > New Jersey > Burlington County
GEWN-03-12-02-0445,"Major General Nathanael Greene to George Washington, 1 December 1777","Greene, Nathanael","Washington, George",1777-12-01,GEWN,https://founders.archives.gov/documents/Washington/03-12-02-0445,https://rotunda.upress.virginia.edu/founders/GEWN-03-12-02-0445,52753,59627,,,,,,,,,,
GEWN-03-12-02-0486,"Major General Nathanael Greene to George Washington, 3 December 1777","Greene, Nathanael","Washington, George",1777-12-03,GEWN,https://founders.archives.gov/documents/Washington/03-12-02-0486,https://rotunda.upress.virginia.edu/founders/GEWN-03-12-02-0486,52753,59627,"Whitemarsh Township, Montgomery County [Pa.]",5216833,"40.15023, -75.18129",40.15023,-75.18129,US,United States,Pennsylvania,Montgomery County,United States > Pennsylvania > Montgomery County
GEWN-03-13-02-0042,"Major General Nathanael Greene to George Washington, 29 December 1777","Greene, Nathanael","Washington, George",1777-12-29,GEWN,https://founders.archives.gov/documents/Washington/03-13-02-0042,https://rotunda.upress.virginia.edu/founders/GEWN-03-13-02-0042,52753,59627,,,,,,,,,,
GEWN-03-13-02-0086,"Major General Nathanael Greene to George Washington, 1 January 1778","Greene, Nathanael","Washington, George",1778-01-01,GEWN,https://founders.archives.gov/documents/Washington/03-13-02-0086,https://rotunda.upress.virginia.edu/founders/GEWN-03-13-02-0086,52753,59627,"Valley Forge, Montgomery County [Pa.]",5217000,"40.10055, -75.44582",40.10055,-75.44582,US,United States,Pennsylvania,Montgomery County,United States > Pennsylvania > Montgomery County
GEWN-03-13-02-0351,"Major General Nathanael Greene to George Washington, January 1778","Greene, Nathanael","Washington, George",1778-01-01,GEWN,https://founders.archives.gov/documents/Washington/03-13-02-0351,https://rotunda.upress.virginia.edu/founders/GEWN-03-13-02-0351,52753,59627,,,,,,,,,,
GEWN-03-13-02-0460,"Major General Nathanael Greene to George Washington, 15 February 1778","Greene, Nathanael","Washington, George",1778-02-15,GEWN,https://founders.archives.gov/documents/Washington/03-13-02-0460,https://rotunda.upress.virginia.edu/founders/GEWN-03-13-02-0460,52753,59627,"Springfield, Chester County [Pa.]",4561407,"39.93067, -75.32019",39.93067,-75.32019,US,United States,Pennsylvania,Delaware County,United States > Pennsylvania > Delaware County
GEWN-03-13-02-0461,"Major General Nathanael Greene to George Washington, 15 February 1778","Greene, Nathanael","Washington, George",1778-02-15,GEWN,https://founders.archives.gov/documents/Washington/03-13-02-0461,https://rotunda.upress.virginia.edu/founders/GEWN-03-13-02-0461,52753,59627,"Providence Meeting House, Montgomery County [Pa.]",5201756,"40.21083, -75.36730",40.21083,-75.3673,US,United States,Pennsylvania,Montgomery County,United States > Pennsylvania > Montgomery County
GEWN-03-13-02-0470,"Major General Nathanael Greene to George Washington, 16 February 1778","Greene, Nathanael","Washington, George",1778-02-16,GEWN,https://founders.archives.gov/documents/Washington/03-13-02-0470,https://rotunda.upress.virginia.edu/founders/GEWN-03-13-02-0470,52753,59627,"Providence Meeting House, Montgomery County [Pa.]",5201756,"40.21083, -75.36730",40.21083,-75.3673,US,United States,Pennsylvania,Montgomery County,United States > Pennsylvania > Montgomery County
GEWN-03-13-02-0484,"Major General Nathanael Greene to George Washington, 17 February 1778","Greene, Nathanael","Washington, George",1778-02-17,GEWN,https://founders.archives.gov/documents/Washington/03-13-02-0484,https://rotunda.upress.virginia.edu/founders/GEWN-03-13-02-0484,52753,59627,"Providence Meeting House, Montgomery County [Pa.]",5201756,"40.21083, -75.36730",40.21083,-75.3673,US,United States,Pennsylvania,Montgomery County,United States > Pennsylvania > Montgomery County
GEWN-03-13-02-0493,"Major General Nathanael Greene to George Washington, 18 February 1778","Greene, Nathanael","Washington, George",1778-02-18,GEWN,https://founders.archives.gov/documents/Washington/03-13-02-0493,https://rotunda.upress.virginia.edu/founders/GEWN-03-13-02-0493,52753,59627,"Providence Meeting House, Montgomery County [Pa.]",5201756,"40.21083, -75.36730",40.21083,-75.3673,US,United States,Pennsylvania,Montgomery County,United States > Pennsylvania > Montgomery County
GEWN-03-13-02-0515,"Major General Nathanael Greene to George Washington, 20 February 1778","Greene, Nathanael","Washington, George",1778-02-20,GEWN,https://founders.archives.gov/documents/Washington/03-13-02-0515,https://rotunda.upress.virginia.edu/founders/GEWN-03-13-02-0515,52753,59627,"Providence Meeting House, Montgomery County [Pa.]",5201756,"40.21083, -75.36730",40.21083,-75.3673,US,United States,Pennsylvania,Montgomery County,United States > Pennsylvania > Montgomery County
GEWN-03-14-02-0288,"Major General Nathanael Greene to George Washington, 26 March 1778","Greene, Nathanael","Washington, George",1778-03-26,GEWN,https://founders.archives.gov/documents/Washington/03-14-02-0288,https://rotunda.upress.virginia.edu/founders/GEWN-03-14-02-0288,52753,59627,"Valley Forge, Montgomery County [Pa.]",5217000,"40.10055, -75.44582",40.10055,-75.44582,US,United States,Pennsylvania,Montgomery County,United States > Pennsylvania > Montgomery County
GEWN-03-14-02-0565,"Major General Nathanael Greene to George Washington, 25 April 1778","Greene, Nathanael","Washington, George",1778-04-25,GEWN,https://founders.archives.gov/documents/Washington/03-14-02-0565,https://rotunda.upress.virginia.edu/founders/GEWN-03-14-02-0565,52753,59627,"Valley Forge, Montgomery County [Pa.]",5217000,"40.10055, -75.44582",40.10055,-75.44582,US,United States,Pennsylvania,Montgomery County,United States > Pennsylvania > Montgomery County
GEWN-03-15-02-0023,"Major General Nathanael Greene to George Washington, 3 May 1778","Greene, Nathanael","Washington, George",1778-05-03,GEWN,https://founders.archives.gov/documents/Washington/03-15-02-0023,https://rotunda.upress.virginia.edu/founders/GEWN-03-15-02-0023,52753,59627,"Valley Forge, Montgomery County [Pa.]",5217000,"40.10055, -75.44582",40.10055,-75.44582,US,United States,Pennsylvania,Montgomery County,United States > Pennsylvania > Montgomery County
GEWN-03-15-02-0459,"Major General Nathanael Greene to George Washington, 18 June 1778","Greene, Nathanael","Washington, George",1778-06-18,GEWN,https://founders.archives.gov/documents/Washington/03-15-02-0459,https://rotunda.upress.virginia.edu/founders/GEWN-03-15-02-0459,52753,59627,"Valley Forge, Montgomery County [Pa.]",5217000,"40.10055, -75.44582",40.10055,-75.44582,US,United States,Pennsylvania,Montgomery County,United States > Pennsylvania > Montgomery County
GEWN-03-15-02-0550,"Major General Nathanael Greene to George Washington, 24 June 1778","Greene, Nathanael","Washington, George",1778-06-24,GEWN,https://founders.archives.gov/documents/Washington/03-15-02-0550,https://rotunda.upress.virginia.edu/founders/GEWN-03-15-02-0550,52753,59627,"Hopewell Township, Hunterdon County [N.J.]",5099312,"40.38927, -74.76183",40.38927,-74.76183,US,United States,New Jersey,Mercer County,United States > New Jersey > Mercer County
GEWN-03-16-02-0062,"Major General Nathanael Greene to George Washington, 11–14 July 1778","Greene, Nathanael","Washington, George",1778-07-11,GEWN,https://founders.archives.gov/documents/Washington/03-16-02-0062,https://rotunda.upress.virginia.edu/founders/GEWN-03-16-02-0062,52753,59627,,,,,,,,,,
GEWN-03-16-02-0090,"Major General Nathanael Greene to George Washington, 16 July 1778","Greene, Nathanael","Washington, George",1778-07-16,GEWN,https://founders.archives.gov/documents/Washington/03-16-02-0090,https://rotunda.upress.virginia.edu/founders/GEWN-03-16-02-0090,52753,59627,"Kings Ferry, Stony Point [N.Y.]",5139927,"41.22954, -73.98708",41.22954,-73.98708,US,United States,New York,Rockland County,United States > New York > Rockland County
GEWN-03-16-02-0132,"Major General Nathanael Greene to George Washington, 21 July 1778","Greene, Nathanael","Washington, George",1778-07-21,GEWN,https://founders.archives.gov/documents/Washington/03-16-02-0132,https://rotunda.upress.virginia.edu/founders/GEWN-03-16-02-0132,52753,59627,"White Plains, Westchester County [N.Y.]",5144336,"41.03399, -73.76291",41.03399,-73.76291,US,United States,New York,Westchester County,United States > New York > Westchester County
GEWN-03-16-02-0439,"Major General Nathanael Greene to George Washington, 28–31 August 1778","Greene, Nathanael","Washington, George",1778-08-28,GEWN,https://founders.archives.gov/documents/Washington/03-16-02-0439,https://rotunda.upress.virginia.edu/founders/GEWN-03-16-02-0439,52753,59627,"Newport, Newport County [R.I.]",5223593,"41.49010, -71.31283",41.4901,-71.31283,US,United States,Rhode Island,Newport County,United States > Rhode Island > Newport County
GEWN-03-17-02-0023,"Major General Nathanael Greene to George Washington, 16 September 1778","Greene, Nathanael","Washington, George",1778-09-16,GEWN,https://founders.archives.gov/documents/Washington/03-17-02-0023,https://rotunda.upress.virginia.edu/founders/GEWN-03-17-02-0023,52753,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
GEWN-03-17-02-0045,"Major General Nathanael Greene to George Washington, 19 September 1778","Greene, Nathanael","Washington, George",1778-09-19,GEWN,https://founders.archives.gov/documents/Washington/03-17-02-0045,https://rotunda.upress.virginia.edu/founders/GEWN-03-17-02-0045,52753,59627,"Boston, Suffolk County [Mass.]",4930956,"42.35843, -71.05977",42.35843,-71.05977,US,United States,Massachusetts,Suffolk County,United States > Massachusetts > Suffolk County
GEWN-03-17-02-0278,"Major General Nathanael Greene to George Washington, 5 October 1778","Greene, Nathanael","Washington, George",1778-10-05,GEWN,https://founders.archives.gov/documents/Washington/03-17-02-0278,https://rotunda.upress.virginia.edu/founders/GEWN-03-17-02-0278,52753,59627,"Coventry, Kent County [R.I.]",5221637,"41.70010, -71.68284",41.7001,-71.68284,US,United States,Rhode Island,Kent County,United States > Rhode Island > Kent County
GEWN-03-17-02-0460,"Major General Nathanael Greene to George Washington, 18 October 1778","Greene, Nathanael","Washington, George",1778-10-18,GEWN,https://founders.archives.gov/documents/Washington/03-17-02-0460,https://rotunda.upress.virginia.edu/founders/GEWN-03-17-02-0460,52753,59627,Pawling [N.Y.],5130719,"41.56204, -73.60263",41.56204,-73.60263,US,United States,New York,Dutchess County,United States > New York > Dutchess County
GEWN-03-17-02-0518,"Major General Nathanael Greene to George Washington, 21 October 1778","Greene, Nathanael","Washington, George",1778-10-21,GEWN,https://founders.archives.gov/documents/Washington/03-17-02-0518,https://rotunda.upress.virginia.edu/founders/GEWN-03-17-02-0518,52753,59627,"Fishkill, Dutchess County [N.Y.]",5117281,"41.51293, -73.92714",41.51293,-73.92714,US,United States,New York,Dutchess County,United States > New York > Dutchess County
GEWN-03-17-02-0566,"Major General Nathanael Greene to George Washington, 24 October 1778","Greene, Nathanael","Washington, George",1778-10-24,GEWN,https://founders.archives.gov/documents/Washington/03-17-02-0566,https://rotunda.upress.virginia.edu/founders/GEWN-03-17-02-0566,52753,59627,"Fredericksburg (Pawling), Dutchess County [N.Y.]",5130719,"41.56204, -73.60263",41.56204,-73.60263,US,United States,New York,Dutchess County,United States > New York > Dutchess County
GEWN-03-17-02-0620,"Major General Nathanael Greene to George Washington, 27 October 1778","Greene, Nathanael","Washington, George",1778-10-27,GEWN,https://founders.archives.gov/documents/Washington/03-17-02-0620,https://rotunda.upress.virginia.edu/founders/GEWN-03-17-02-0620,52753,59627,"Fredericksburg (Pawling), Dutchess County [N.Y.]",5130719,"41.56204, -73.60263",41.56204,-73.60263,US,United States,New York,Dutchess County,United States > New York > Dutchess County
GEWN-03-17-02-0634,"Major General Nathanael Greene to George Washington, 28 October 1778","Greene, Nathanael","Washington, George",1778-10-28,GEWN,https://founders.archives.gov/documents/Washington/03-17-02-0634,https://rotunda.upress.virginia.edu/founders/GEWN-03-17-02-0634,52753,59627,"Fredericksburg (Pawling), Dutchess County [N.Y.]",5130719,"41.56204, -73.60263",41.56204,-73.60263,US,United States,New York,Dutchess County,United States > New York > Dutchess County
GEWN-03-18-02-0101,"Major General Nathanael Greene to George Washington, 11 November 1778","Greene, Nathanael","Washington, George",1778-11-11,GEWN,https://founders.archives.gov/documents/Washington/03-18-02-0101,https://rotunda.upress.virginia.edu/founders/GEWN-03-18-02-0101,52753,59627,"Fredericksburg (Pawling), Dutchess County [N.Y.]",5130719,"41.56204, -73.60263",41.56204,-73.60263,US,United States,New York,Dutchess County,United States > New York > Dutchess County
GEWN-03-18-02-0146,"Major General Nathanael Greene to George Washington, 14 November 1778","Greene, Nathanael","Washington, George",1778-11-14,GEWN,https://founders.archives.gov/documents/Washington/03-18-02-0146,https://rotunda.upress.virginia.edu/founders/GEWN-03-18-02-0146,52753,59627,"Fredericksburg (Pawling), Dutchess County [N.Y.]",5130719,"41.56204, -73.60263",41.56204,-73.60263,US,United States,New York,Dutchess County,United States > New York > Dutchess County
GEWN-03-18-02-0165,"Major General Nathanael Greene to George Washington, 16 November 1778","Greene, Nathanael","Washington, George",1778-11-16,GEWN,https://founders.archives.gov/documents/Washington/03-18-02-0165,https://rotunda.upress.virginia.edu/founders/GEWN-03-18-02-0165,52753,59627,"Fredericksburg (Pawling), Dutchess County [N.Y.]",5130719,"41.56204, -73.60263",41.56204,-73.60263,US,United States,New York,Dutchess County,United States > New York > Dutchess County
GEWN-03-18-02-0166,"Major General Nathanael Greene to George Washington, 16 November 1778","Greene, Nathanael","Washington, George",1778-11-16,GEWN,https://founders.archives.gov/documents/Washington/03-18-02-0166,https://rotunda.upress.virginia.edu/founders/GEWN-03-18-02-0166,52753,59627,"Fredericksburg (Pawling), Dutchess County [N.Y.]",5130719,"41.56204, -73.60263",41.56204,-73.60263,US,United States,New York,Dutchess County,United States > New York > Dutchess County
GEWN-03-18-02-0236,"Major General Nathanael Greene to George Washington, 20 November 1778","Greene, Nathanael","Washington, George",1778-11-20,GEWN,https://founders.archives.gov/documents/Washington/03-18-02-0236,https://rotunda.upress.virginia.edu/founders/GEWN-03-18-02-0236,52753,59627,"Fredericksburg (Pawling), Dutchess County [N.Y.]",5130719,"41.56204, -73.60263",41.56204,-73.60263,US,United States,New York,Dutchess County,United States > New York > Dutchess County
GEWN-03-18-02-0291,"Major General Nathanael Greene to George Washington, 24 November 1778","Greene, Nathanael","Washington, George",1778-11-24,GEWN,https://founders.archives.gov/documents/Washington/03-18-02-0291,https://rotunda.upress.virginia.edu/founders/GEWN-03-18-02-0291,52753,59627,"Fredericksburg (Pawling), Dutchess County [N.Y.]",5130719,"41.56204, -73.60263",41.56204,-73.60263,US,United States,New York,Dutchess County,United States > New York > Dutchess County
GEWN-03-18-02-0365,"Major General Nathanael Greene to George Washington, 30 November 1778","Greene, Nathanael","Washington, George",1778-11-30,GEWN,https://founders.archives.gov/documents/Washington/03-18-02-0365,https://rotunda.upress.virginia.edu/founders/GEWN-03-18-02-0365,52753,59627,"Bound Brook, Somerset County [N.J.]",5095860,"40.56844, -74.53849",40.56844,-74.53849,US,United States,New Jersey,Somerset County,United States > New Jersey > Somerset County
GEWN-03-18-02-0642,"Major General Nathanael Greene to George Washington, 5 January 1779","Greene, Nathanael","Washington, George",1779-01-05,GEWN,https://founders.archives.gov/documents/Washington/03-18-02-0642,https://rotunda.upress.virginia.edu/founders/GEWN-03-18-02-0642,52753,59627,"Philadelphia, Philadelphia County [Pa.]",4560349,"39.95238, -75.16362",39.95238,-75.16362,US,United States,Pennsylvania,Philadelphia County,United States > Pennsylvania > Philadelphia County
JNJY-01-01-02-0338,"Nathanael Greene to John Jay, 18 January 1779","Greene, Nathanael","Jay, John",1779-01-18,JNJY,https://founders.archives.gov/documents/Jay/01-01-02-0338,https://rotunda.upress.virginia.edu/founders/JNJY-01-01-02-0338,52753,53956,"Philadelphia, Philadelphia County [Pa.]",4560349,"39.95238, -75.16362",39.95238,-75.16362,US,United States,Pennsylvania,Philadelphia County,United States > Pennsylvania > Philadelphia County
JNJY-01-01-02-0342,"Nathanael Greene to John Jay, 1 February 1779","Greene, Nathanael","Jay, John",1779-02-01,JNJY,https://founders.archives.gov/documents/Jay/01-01-02-0342,https://rotunda.upress.virginia.edu/founders/JNJY-01-01-02-0342,52753,53956,"Philadelphia, Philadelphia County [Pa.]",4560349,"39.95238, -75.16362",39.95238,-75.16362,US,United States,Pennsylvania,Philadelphia County,United States > Pennsylvania > Philadelphia County
GEWN-03-19-02-0205,"Major General Nathanael Greene to George Washington, 15 February 1779","Greene, Nathanael","Washington, George",1779-02-15,GEWN,https://founders.archives.gov/documents/Washington/03-19-02-0205,https://rotunda.upress.virginia.edu/founders/GEWN-03-19-02-0205,52753,59627,"Raritan, Somerset County [N.J.]",5103116,"40.56955, -74.63294",40.56955,-74.63294,US,United States,New Jersey,Somerset County,United States > New Jersey > Somerset County
GEWN-03-19-02-0283,"Major General Nathanael Greene to George Washington, 25 February 1779","Greene, Nathanael","Washington, George",1779-02-25,GEWN,https://founders.archives.gov/documents/Washington/03-19-02-0283,https://rotunda.upress.virginia.edu/founders/GEWN-03-19-02-0283,52753,59627,"Middlebrook, Somerset County [N.J.]",5095860,"40.56844, -74.53849",40.56844,-74.53849,US,United States,New Jersey,Somerset County,United States > New Jersey > Somerset County
GEWN-03-19-02-0326,"Major General Nathanael Greene to George Washington, 1 March 1779","Greene, Nathanael","Washington, George",1779-03-01,GEWN,https://founders.archives.gov/documents/Washington/03-19-02-0326,https://rotunda.upress.virginia.edu/founders/GEWN-03-19-02-0326,52753,59627,"Middlebrook, Somerset County [N.J.]",5095860,"40.56844, -74.53849",40.56844,-74.53849,US,United States,New Jersey,Somerset County,United States > New Jersey > Somerset County
GEWN-03-19-02-0508,"Major General Nathanael Greene to George Washington, 17–24 March 1779","Greene, Nathanael","Washington, George",1779-03-17,GEWN,https://founders.archives.gov/documents/Washington/03-19-02-0508,https://rotunda.upress.virginia.edu/founders/GEWN-03-19-02-0508,52753,59627,,,,,,,,,,
GEWN-03-19-02-0575,"Major General Nathanael Greene to George Washington, 24 March 1779","Greene, Nathanael","Washington, George",1779-03-24,GEWN,https://founders.archives.gov/documents/Washington/03-19-02-0575,https://rotunda.upress.virginia.edu/founders/GEWN-03-19-02-0575,52753,59627,"Middlebrook, Somerset County [N.J.]",5095860,"40.56844, -74.53849",40.56844,-74.53849,US,United States,New Jersey,Somerset County,United States > New Jersey > Somerset County
GEWN-03-20-02-0018,"Major General Nathanael Greene to George Washington, 9 April 1779","Greene, Nathanael","Washington, George",1779-04-09,GEWN,https://founders.archives.gov/documents/Washington/03-20-02-0018,https://rotunda.upress.virginia.edu/founders/GEWN-03-20-02-0018,52753,59627,"Middlebrook, Somerset County [N.J.]",5095860,"40.56844, -74.53849",40.56844,-74.53849,US,United States,New Jersey,Somerset County,United States > New Jersey > Somerset County
